Column1;claw_length_mm;endangered;size_mm;specie;sub_specie;tail_length_mm;weight_g
1524;70;least_concern;499;three_toed;Pale-throated sloth;38;5530
1525;71;least_concern;501;three_toed;Pale-throated sloth;52;4573
1526;83;least_concern;504;three_toed;Pale-throated sloth;43;5165
1527;72;least_concern;518;three_toed;Pale-throated sloth;50;5619
1528;79;least_concern;494;three_toed;Pale-throated sloth;14;3921
1529;80;least_concern;483;three_toed;Pale-throated sloth;42;4522
1530;68;least_concern;502;three_toed;Pale-throated sloth;50;4156
1531;78;least_concern;505;three_toed;Pale-throated sloth;48;5183
1532;70;least_concern;508;three_toed;Pale-throated sloth;44;3139
1533;84;least_concern;501;three_toed;Pale-throated sloth;36;4656
1534;92;least_concern;489;three_toed;Pale-throated sloth;34;6060
1535;71;least_concern;508;three_toed;Pale-throated sloth;41;4290
1536;64;least_concern;507;three_toed;Pale-throated sloth;67;5015
1537;67;least_concern;481;three_toed;Pale-throated sloth;66;5337
1538;86;least_concern;503;three_toed;Pale-throated sloth;55;5486
1539;74;least_concern;491;three_toed;Pale-throated sloth;54;2421
1540;81;least_concern;501;three_toed;Pale-throated sloth;37;4876
1541;61;least_concern;498;three_toed;Pale-throated sloth;50;4930
1542;88;least_concern;502;three_toed;Pale-throated sloth;47;3777
1543;84;least_concern;498;three_toed;Pale-throated sloth;42;5452
1544;83;least_concern;477;three_toed;Pale-throated sloth;56;4867
1545;85;least_concern;490;three_toed;Pale-throated sloth;62;4877
1546;86;least_concern;526;three_toed;Pale-throated sloth;38;4715
1547;77;least_concern;503;three_toed;Pale-throated sloth;46;3596
1548;85;least_concern;501;three_toed;Pale-throated sloth;52;7726
1549;66;least_concern;491;three_toed;Pale-throated sloth;61;5924
1550;69;least_concern;484;three_toed;Pale-throated sloth;51;6183
1551;70;least_concern;496;three_toed;Pale-throated sloth;42;4347
1552;68;least_concern;494;three_toed;Pale-throated sloth;41;5517
1553;72;least_concern;500;three_toed;Pale-throated sloth;59;4846
1554;88;least_concern;514;three_toed;Pale-throated sloth;49;4912
1555;69;least_concern;512;three_toed;Pale-throated sloth;56;5094
1556;75;least_concern;514;three_toed;Pale-throated sloth;58;5918
1557;74;least_concern;516;three_toed;Pale-throated sloth;56;4749
1558;64;least_concern;502;three_toed;Pale-throated sloth;45;5199
1559;74;least_concern;491;three_toed;Pale-throated sloth;58;3819
1560;101;least_concern;495;three_toed;Pale-throated sloth;39;4158
1561;75;least_concern;507;three_toed;Pale-throated sloth;34;3741
1562;68;least_concern;507;three_toed;Pale-throated sloth;49;4750
1563;88;least_concern;506;three_toed;Pale-throated sloth;47;2637
1564;81;least_concern;490;three_toed;Pale-throated sloth;66;3381
1565;81;least_concern;503;three_toed;Pale-throated sloth;45;4481
1566;78;least_concern;495;three_toed;Pale-throated sloth;52;5749
1567;77;least_concern;489;three_toed;Pale-throated sloth;71;5348
1568;69;least_concern;504;three_toed;Pale-throated sloth;52;3948
1569;81;least_concern;485;three_toed;Pale-throated sloth;60;5356
1570;64;least_concern;484;three_toed;Pale-throated sloth;58;5429
1571;64;least_concern;494;three_toed;Pale-throated sloth;51;2358
1572;61;least_concern;488;three_toed;Pale-throated sloth;51;4633
1573;73;least_concern;505;three_toed;Pale-throated sloth;64;3342
1574;88;least_concern;495;three_toed;Pale-throated sloth;51;6661
1575;72;least_concern;492;three_toed;Pale-throated sloth;35;4341
1576;70;least_concern;505;three_toed;Pale-throated sloth;43;6461
1577;82;least_concern;498;three_toed;Pale-throated sloth;48;3944
1578;67;least_concern;497;three_toed;Pale-throated sloth;34;3710
1579;76;least_concern;490;three_toed;Pale-throated sloth;46;3836
1580;73;least_concern;478;three_toed;Pale-throated sloth;54;3708
1581;69;least_concern;504;three_toed;Pale-throated sloth;67;4268
1582;72;least_concern;510;three_toed;Pale-throated sloth;50;3877
1583;84;least_concern;489;three_toed;Pale-throated sloth;76;5058
1584;82;least_concern;479;three_toed;Pale-throated sloth;39;5262
1585;66;least_concern;501;three_toed;Pale-throated sloth;48;4641
1586;71;least_concern;506;three_toed;Pale-throated sloth;44;3939
1587;74;least_concern;502;three_toed;Pale-throated sloth;50;2744
1588;68;least_concern;514;three_toed;Pale-throated sloth;54;3282
1589;77;least_concern;500;three_toed;Pale-throated sloth;72;2781
1590;76;least_concern;481;three_toed;Pale-throated sloth;30;4995
1591;88;least_concern;511;three_toed;Pale-throated sloth;61;4957
1592;68;least_concern;485;three_toed;Pale-throated sloth;35;3666
1593;73;least_concern;499;three_toed;Pale-throated sloth;49;6854
1594;73;least_concern;502;three_toed;Pale-throated sloth;68;5502
1595;74;least_concern;485;three_toed;Pale-throated sloth;62;3854
1596;78;least_concern;503;three_toed;Pale-throated sloth;63;3659
1597;77;least_concern;498;three_toed;Pale-throated sloth;40;3440
1598;82;least_concern;507;three_toed;Pale-throated sloth;45;4876
1599;78;least_concern;512;three_toed;Pale-throated sloth;60;4200
1600;61;least_concern;490;three_toed;Pale-throated sloth;41;5457
1601;82;least_concern;517;three_toed;Pale-throated sloth;35;5106
1602;70;least_concern;513;three_toed;Pale-throated sloth;64;5183
1603;84;least_concern;499;three_toed;Pale-throated sloth;47;5731
1604;81;least_concern;511;three_toed;Pale-throated sloth;34;4512
1605;90;least_concern;495;three_toed;Pale-throated sloth;62;4891
1606;64;least_concern;517;three_toed;Pale-throated sloth;69;4966
1607;64;least_concern;497;three_toed;Pale-throated sloth;73;4479
1608;73;least_concern;509;three_toed;Pale-throated sloth;47;4107
1609;83;least_concern;500;three_toed;Pale-throated sloth;58;2503
1610;82;least_concern;497;three_toed;Pale-throated sloth;48;4182
1611;98;least_concern;488;three_toed;Pale-throated sloth;35;5254
1612;80;least_concern;499;three_toed;Pale-throated sloth;46;5575
1613;73;least_concern;507;three_toed;Pale-throated sloth;43;5311
1614;77;least_concern;501;three_toed;Pale-throated sloth;39;4984
1615;70;least_concern;495;three_toed;Pale-throated sloth;52;2985
1616;73;least_concern;491;three_toed;Pale-throated sloth;41;3668
1617;96;least_concern;490;three_toed;Pale-throated sloth;34;4296
1618;86;least_concern;497;three_toed;Pale-throated sloth;40;5229
1619;79;least_concern;480;three_toed;Pale-throated sloth;53;4361
1620;100;least_concern;501;three_toed;Pale-throated sloth;47;3552
1621;66;least_concern;534;three_toed;Pale-throated sloth;50;5737
1622;77;least_concern;501;three_toed;Pale-throated sloth;46;5696
1623;78;least_concern;512;three_toed;Pale-throated sloth;28;2306
1624;64;least_concern;492;three_toed;Pale-throated sloth;55;6350
1625;75;least_concern;528;three_toed;Pale-throated sloth;56;5022
1626;65;least_concern;507;three_toed;Pale-throated sloth;44;4720
1627;94;least_concern;491;three_toed;Pale-throated sloth;44;6016
1628;85;least_concern;480;three_toed;Pale-throated sloth;58;5173
1629;68;least_concern;483;three_toed;Pale-throated sloth;41;4989
1630;78;least_concern;510;three_toed;Pale-throated sloth;61;4001
1631;65;least_concern;494;three_toed;Pale-throated sloth;52;2940
1632;101;least_concern;509;three_toed;Pale-throated sloth;41;2764
1633;85;least_concern;494;three_toed;Pale-throated sloth;57;5423
1634;66;least_concern;509;three_toed;Pale-throated sloth;65;3822
1635;59;least_concern;492;three_toed;Pale-throated sloth;53;3987
1636;97;least_concern;512;three_toed;Pale-throated sloth;54;4479
1637;71;least_concern;506;three_toed;Pale-throated sloth;54;4655
1638;80;least_concern;500;three_toed;Pale-throated sloth;42;5417
1639;96;least_concern;489;three_toed;Pale-throated sloth;63;4966
1640;64;least_concern;508;three_toed;Pale-throated sloth;57;4666
1641;65;least_concern;496;three_toed;Pale-throated sloth;49;5701
1642;81;least_concern;517;three_toed;Pale-throated sloth;40;2979
1643;70;least_concern;485;three_toed;Pale-throated sloth;50;2806
1644;71;least_concern;489;three_toed;Pale-throated sloth;33;5714
1645;62;least_concern;517;three_toed;Pale-throated sloth;51;4826
1646;71;least_concern;480;three_toed;Pale-throated sloth;38;4136
1647;69;least_concern;495;three_toed;Pale-throated sloth;46;4670
1648;81;least_concern;496;three_toed;Pale-throated sloth;62;3627
1649;68;least_concern;513;three_toed;Pale-throated sloth;48;4761
1650;95;least_concern;490;three_toed;Pale-throated sloth;37;4530
1651;82;least_concern;500;three_toed;Pale-throated sloth;43;3682
1652;67;least_concern;486;three_toed;Pale-throated sloth;47;3729
1653;67;least_concern;504;three_toed;Pale-throated sloth;46;3654
1654;81;least_concern;498;three_toed;Pale-throated sloth;69;4716
1655;53;least_concern;506;three_toed;Pale-throated sloth;52;4646
1656;64;least_concern;499;three_toed;Pale-throated sloth;40;4255
1657;78;least_concern;511;three_toed;Pale-throated sloth;48;5145
1658;78;least_concern;481;three_toed;Pale-throated sloth;46;4299
1659;83;least_concern;503;three_toed;Pale-throated sloth;52;5428
1660;82;least_concern;614;three_toed;Brown-throated sloth;67;4253
1661;61;least_concern;624;three_toed;Brown-throated sloth;73;5033
1662;70;least_concern;610;three_toed;Brown-throated sloth;69;3883
1663;66;least_concern;617;three_toed;Brown-throated sloth;64;4171
1664;80;least_concern;603;three_toed;Brown-throated sloth;49;3407
1665;80;least_concern;612;three_toed;Brown-throated sloth;50;5075
1666;60;least_concern;608;three_toed;Brown-throated sloth;64;3615
1667;86;least_concern;612;three_toed;Brown-throated sloth;65;3417
1668;94;least_concern;616;three_toed;Brown-throated sloth;59;4046
1669;87;least_concern;611;three_toed;Brown-throated sloth;49;4098
1670;61;least_concern;616;three_toed;Brown-throated sloth;50;4363
1671;76;least_concern;594;three_toed;Brown-throated sloth;66;4744
1672;100;least_concern;597;three_toed;Brown-throated sloth;52;4111
1673;69;least_concern;596;three_toed;Brown-throated sloth;69;4909
1674;74;least_concern;606;three_toed;Brown-throated sloth;58;4927
1675;75;least_concern;619;three_toed;Brown-throated sloth;69;4321
1676;85;least_concern;625;three_toed;Brown-throated sloth;53;3582
1677;69;least_concern;604;three_toed;Brown-throated sloth;69;4244
1678;80;least_concern;618;three_toed;Brown-throated sloth;59;3363
1679;75;least_concern;604;three_toed;Brown-throated sloth;67;4567
1680;79;least_concern;594;three_toed;Brown-throated sloth;66;5242
1681;61;least_concern;616;three_toed;Brown-throated sloth;78;3210
1682;97;least_concern;592;three_toed;Brown-throated sloth;48;2254
1683;86;least_concern;608;three_toed;Brown-throated sloth;64;4922
1684;60;least_concern;612;three_toed;Brown-throated sloth;60;5188
1685;84;least_concern;628;three_toed;Brown-throated sloth;49;4983
1686;87;least_concern;600;three_toed;Brown-throated sloth;60;2578
1687;80;least_concern;627;three_toed;Brown-throated sloth;55;4008
1688;71;least_concern;616;three_toed;Brown-throated sloth;13;4420
1689;68;least_concern;613;three_toed;Brown-throated sloth;61;4956
1690;58;least_concern;609;three_toed;Brown-throated sloth;41;4954
1691;82;least_concern;606;three_toed;Brown-throated sloth;72;2919
1692;86;least_concern;613;three_toed;Brown-throated sloth;40;4119
1693;81;least_concern;607;three_toed;Brown-throated sloth;59;4780
1694;62;least_concern;600;three_toed;Brown-throated sloth;48;2705
1695;56;least_concern;601;three_toed;Brown-throated sloth;68;3013
1696;72;least_concern;598;three_toed;Brown-throated sloth;57;3238
1697;77;least_concern;620;three_toed;Brown-throated sloth;74;4028
1698;77;least_concern;620;three_toed;Brown-throated sloth;55;5682
1699;72;least_concern;603;three_toed;Brown-throated sloth;62;2455
1700;79;least_concern;590;three_toed;Brown-throated sloth;76;3507
1701;75;least_concern;614;three_toed;Brown-throated sloth;64;3760
1702;77;least_concern;610;three_toed;Brown-throated sloth;49;3227
1703;59;least_concern;612;three_toed;Brown-throated sloth;48;4406
1704;68;least_concern;615;three_toed;Brown-throated sloth;55;5944
1705;70;least_concern;617;three_toed;Brown-throated sloth;43;5233
1706;70;least_concern;585;three_toed;Brown-throated sloth;48;4226
1707;73;least_concern;621;three_toed;Brown-throated sloth;51;6055
1708;74;least_concern;633;three_toed;Brown-throated sloth;61;4346
1709;89;least_concern;601;three_toed;Brown-throated sloth;33;3090
1710;81;least_concern;613;three_toed;Brown-throated sloth;46;3663
1711;89;least_concern;602;three_toed;Brown-throated sloth;54;3347
1712;95;least_concern;602;three_toed;Brown-throated sloth;57;5266
1713;62;least_concern;603;three_toed;Brown-throated sloth;49;4826
1714;91;least_concern;605;three_toed;Brown-throated sloth;59;3574
1715;76;least_concern;608;three_toed;Brown-throated sloth;72;4369
1716;77;least_concern;618;three_toed;Brown-throated sloth;65;3842
1717;96;least_concern;614;three_toed;Brown-throated sloth;69;3768
1718;69;least_concern;596;three_toed;Brown-throated sloth;60;3487
1719;86;least_concern;608;three_toed;Brown-throated sloth;54;4561
1720;80;least_concern;616;three_toed;Brown-throated sloth;77;2481
1721;91;least_concern;597;three_toed;Brown-throated sloth;68;4961
1722;62;least_concern;615;three_toed;Brown-throated sloth;45;5122
1723;88;least_concern;607;three_toed;Brown-throated sloth;61;4048
1724;70;least_concern;615;three_toed;Brown-throated sloth;51;5627
1725;72;least_concern;621;three_toed;Brown-throated sloth;63;3445
1726;82;least_concern;600;three_toed;Brown-throated sloth;50;4721
1727;71;least_concern;615;three_toed;Brown-throated sloth;55;4064
1728;68;least_concern;601;three_toed;Brown-throated sloth;71;3761
1729;95;least_concern;613;three_toed;Brown-throated sloth;47;3238
1730;77;least_concern;622;three_toed;Brown-throated sloth;51;3841
1731;64;least_concern;590;three_toed;Brown-throated sloth;57;4178
1732;79;least_concern;617;three_toed;Brown-throated sloth;75;4749
1733;80;least_concern;626;three_toed;Brown-throated sloth;63;3424
1734;76;least_concern;615;three_toed;Brown-throated sloth;63;3954
1735;78;least_concern;604;three_toed;Brown-throated sloth;35;5766
1736;53;least_concern;609;three_toed;Brown-throated sloth;58;3086
1737;64;least_concern;606;three_toed;Brown-throated sloth;66;3738
1738;65;least_concern;602;three_toed;Brown-throated sloth;53;4125
1739;67;least_concern;611;three_toed;Brown-throated sloth;48;5988
1740;76;least_concern;590;three_toed;Brown-throated sloth;62;3800
1741;86;least_concern;603;three_toed;Brown-throated sloth;63;4130
1742;68;least_concern;613;three_toed;Brown-throated sloth;54;3602
1743;57;least_concern;591;three_toed;Brown-throated sloth;60;5487
1744;58;least_concern;622;three_toed;Brown-throated sloth;59;3220
1745;71;least_concern;613;three_toed;Brown-throated sloth;55;2281
1746;79;least_concern;626;three_toed;Brown-throated sloth;44;2035
1747;84;least_concern;609;three_toed;Brown-throated sloth;73;5437
1748;55;least_concern;625;three_toed;Brown-throated sloth;57;4976
1749;73;least_concern;594;three_toed;Brown-throated sloth;61;3263
1750;60;least_concern;607;three_toed;Brown-throated sloth;53;4667
1751;72;least_concern;610;three_toed;Brown-throated sloth;62;4869
1752;69;least_concern;609;three_toed;Brown-throated sloth;68;4349
1753;79;least_concern;619;three_toed;Brown-throated sloth;55;3877
1754;81;least_concern;609;three_toed;Brown-throated sloth;44;5122
1755;84;least_concern;585;three_toed;Brown-throated sloth;52;4343
1756;75;least_concern;616;three_toed;Brown-throated sloth;63;3215
1757;76;least_concern;607;three_toed;Brown-throated sloth;56;5898
1758;62;least_concern;611;three_toed;Brown-throated sloth;59;4813
1759;89;least_concern;606;three_toed;Brown-throated sloth;60;6285
1760;72;least_concern;603;three_toed;Brown-throated sloth;60;4265
1761;75;least_concern;609;three_toed;Brown-throated sloth;65;3946
1762;63;least_concern;618;three_toed;Brown-throated sloth;51;3097
1763;98;least_concern;609;three_toed;Brown-throated sloth;71;3455
1764;81;least_concern;619;three_toed;Brown-throated sloth;32;6147
1765;94;least_concern;601;three_toed;Brown-throated sloth;61;2914
1766;80;least_concern;612;three_toed;Brown-throated sloth;56;3624
1767;80;least_concern;610;three_toed;Brown-throated sloth;47;3701
1768;75;least_concern;627;three_toed;Brown-throated sloth;66;4883
